epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
363,73472.2,1.27353,0.59658,0.84552,0.92767,0.8636,0.93475,0.61655,1.14943,0.64045,0.82853,0.0064162,0.0064162,0.0064162
364,73673.4,1.27006,0.59293,0.84221,0.92797,0.86391,0.93508,0.61677,1.14927,0.64061,0.82849,0.0064063,0.0064063,0.0064063
365,73875,1.27276,0.59299,0.84305,0.92788,0.86448,0.9351,0.61695,1.14897,0.64087,0.82844,0.0063964,0.0063964,0.0063964
366,74081.5,1.27138,0.59276,0.84471,0.92816,0.86411,0.93525,0.61689,1.14864,0.64077,0.82841,0.0063865,0.0063865,0.0063865
367,74283,1.26255,0.59056,0.84519,0.92786,0.86419,0.93512,0.61707,1.1483,0.64054,0.82836,0.0063766,0.0063766,0.0063766
368,74479.6,1.26482,0.59306,0.84417,0.92784,0.86452,0.93521,0.61718,1.14809,0.64039,0.82831,0.0063667,0.0063667,0.0063667
369,74685.5,1.26575,0.59054,0.84337,0.92783,0.86439,0.93525,0.61741,1.14778,0.64053,0.82825,0.0063568,0.0063568,0.0063568
370,74887.7,1.28357,0.6007,0.84601,0.92808,0.8636,0.93517,0.61735,1.14752,0.64029,0.8282,0.0063469,0.0063469,0.0063469
371,75085.8,1.27254,0.59494,0.84406,0.92811,0.8639,0.93527,0.61744,1.14729,0.64043,0.82816,0.006337,0.006337,0.006337
372,75279.8,1.26976,0.5944,0.8448,0.92797,0.86392,0.93512,0.61773,1.14712,0.64035,0.82812,0.0063271,0.0063271,0.0063271
373,75473.2,1.28062,0.60311,0.84515,0.92783,0.86439,0.93511,0.61782,1.14693,0.64031,0.82808,0.0063172,0.0063172,0.0063172
374,75669.5,1.26582,0.59159,0.84403,0.92799,0.86411,0.93528,0.61803,1.14674,0.64031,0.82806,0.0063073,0.0063073,0.0063073
375,75870.3,1.27089,0.5919,0.84595,0.92812,0.86414,0.9354,0.61818,1.1466,0.64018,0.82806,0.0062974,0.0062974,0.0062974
376,76070.7,1.27509,0.59375,0.84648,0.92826,0.86452,0.93544,0.61835,1.14655,0.64002,0.82808,0.0062875,0.0062875,0.0062875
377,76270.9,1.26916,0.5942,0.84352,0.92816,0.86479,0.93572,0.61853,1.14648,0.64014,0.82806,0.0062776,0.0062776,0.0062776
378,76471.3,1.27119,0.5946,0.84331,0.92794,0.86479,0.93576,0.61862,1.14645,0.64032,0.82807,0.0062677,0.0062677,0.0062677
379,76671.8,1.2666,0.59034,0.84516,0.9279,0.86478,0.9358,0.61856,1.14651,0.64048,0.82811,0.0062578,0.0062578,0.0062578
380,76876.2,1.27594,0.59649,0.84361,0.92824,0.86425,0.93566,0.61853,1.14655,0.64058,0.8281,0.0062479,0.0062479,0.0062479
381,77075.2,1.27432,0.59703,0.84453,0.92835,0.8633,0.93523,0.61855,1.14652,0.64058,0.82811,0.006238,0.006238,0.006238
382,77269.7,1.269,0.59599,0.84542,0.92809,0.86376,0.93536,0.61862,1.14648,0.64049,0.82811,0.0062281,0.0062281,0.0062281
383,77469.7,1.26263,0.59165,0.84376,0.92887,0.8633,0.93528,0.61868,1.14637,0.64052,0.82811,0.0062182,0.0062182,0.0062182
384,77677.4,1.26709,0.59621,0.84501,0.92906,0.8637,0.93566,0.6187,1.14615,0.64087,0.82807,0.0062083,0.0062083,0.0062083
385,77884,1.26788,0.59316,0.84619,0.92965,0.86343,0.9355,0.61879,1.14595,0.64071,0.82806,0.0061984,0.0061984,0.0061984
386,78086.1,1.25369,0.58972,0.84348,0.92956,0.86336,0.93564,0.61885,1.14574,0.6408,0.82804,0.0061885,0.0061885,0.0061885
387,78284,1.2639,0.58859,0.84439,0.93023,0.86289,0.93558,0.61905,1.14546,0.64062,0.82801,0.0061786,0.0061786,0.0061786
388,78483.5,1.25193,0.58709,0.8434,0.93062,0.86248,0.93565,0.61915,1.14514,0.64022,0.82799,0.0061687,0.0061687,0.0061687
389,78686.4,1.27063,0.5909,0.84438,0.93081,0.86261,0.93559,0.61921,1.14482,0.64015,0.82792,0.0061588,0.0061588,0.0061588
390,78883.5,1.26334,0.59335,0.84359,0.93155,0.86258,0.93566,0.6194,1.1445,0.64003,0.82786,0.0061489,0.0061489,0.0061489
391,79079.8,1.26642,0.58537,0.84178,0.93149,0.86234,0.93569,0.61942,1.14417,0.64008,0.82781,0.006139,0.006139,0.006139
392,79279.5,1.26115,0.59007,0.84462,0.93237,0.86251,0.93584,0.61956,1.14397,0.63996,0.82778,0.0061291,0.0061291,0.0061291
393,79479.6,1.26549,0.59149,0.84396,0.93253,0.86274,0.93603,0.61965,1.14379,0.63997,0.82775,0.0061192,0.0061192,0.0061192
394,79679.9,1.26603,0.58551,0.84213,0.93298,0.86139,0.93612,0.61992,1.14357,0.63985,0.82771,0.0061093,0.0061093,0.0061093
395,79885,1.26584,0.59203,0.8448,0.93325,0.8613,0.93612,0.62009,1.1435,0.63969,0.82768,0.0060994,0.0060994,0.0060994
396,80091.3,1.26202,0.59077,0.84279,0.93368,0.86166,0.93611,0.62006,1.14333,0.63987,0.82764,0.0060895,0.0060895,0.0060895
397,80292.8,1.25542,0.58572,0.84114,0.93328,0.86166,0.93602,0.62004,1.14319,0.63966,0.82764,0.0060796,0.0060796,0.0060796
398,80490.6,1.25955,0.59115,0.84467,0.93355,0.8617,0.93605,0.62007,1.14293,0.63946,0.82761,0.0060697,0.0060697,0.0060697
399,80686.4,1.25543,0.59191,0.84411,0.93379,0.86122,0.93605,0.62026,1.14269,0.63947,0.82761,0.0060598,0.0060598,0.0060598
400,80882.9,1.2642,0.59413,0.84562,0.93395,0.86098,0.93607,0.62038,1.14253,0.63951,0.82759,0.0060499,0.0060499,0.0060499
401,81089.3,1.25533,0.58849,0.84594,0.93381,0.8615,0.93618,0.62053,1.14234,0.63967,0.82759,0.00604,0.00604,0.00604
402,81294.3,1.27176,0.59244,0.84423,0.93398,0.86125,0.93616,0.62059,1.14218,0.63974,0.82757,0.0060301,0.0060301,0.0060301
403,81500,1.26938,0.59286,0.84558,0.93417,0.86066,0.936,0.62077,1.14197,0.64002,0.82754,0.0060202,0.0060202,0.0060202
404,81706.5,1.25799,0.58854,0.8434,0.93445,0.86098,0.93632,0.6209,1.14174,0.6401,0.82752,0.0060103,0.0060103,0.0060103
405,81908.9,1.25195,0.58264,0.8414,0.93389,0.86221,0.93629,0.62107,1.14143,0.64044,0.82749,0.0060004,0.0060004,0.0060004
406,82111.3,1.2657,0.5909,0.84538,0.93493,0.85989,0.93638,0.62113,1.14122,0.64037,0.82749,0.0059905,0.0059905,0.0059905
407,82308.5,1.2551,0.58291,0.8423,0.93444,0.86058,0.93651,0.62138,1.14103,0.64066,0.82749,0.0059806,0.0059806,0.0059806
408,82507.2,1.26018,0.58627,0.84186,0.93484,0.86043,0.93649,0.62128,1.1408,0.64121,0.82745,0.0059707,0.0059707,0.0059707
409,82710.1,1.2589,0.58915,0.84217,0.93512,0.86039,0.9365,0.62123,1.14058,0.64147,0.82742,0.0059608,0.0059608,0.0059608
410,82909.8,1.25482,0.58678,0.84264,0.93518,0.86111,0.93666,0.62139,1.14041,0.64153,0.82742,0.0059509,0.0059509,0.0059509
411,83109.3,1.26708,0.59066,0.84309,0.93543,0.86125,0.9367,0.62157,1.14031,0.64169,0.82743,0.005941,0.005941,0.005941
412,83315.2,1.26362,0.58935,0.84607,0.93559,0.86098,0.93659,0.62168,1.14031,0.64169,0.82745,0.0059311,0.0059311,0.0059311
413,83516.6,1.26201,0.58742,0.84407,0.93576,0.86111,0.93674,0.62168,1.14036,0.64113,0.82746,0.0059212,0.0059212,0.0059212
414,83714.2,1.25963,0.59011,0.84215,0.93582,0.86125,0.93681,0.62172,1.14021,0.64126,0.82744,0.0059113,0.0059113,0.0059113
415,83913.5,1.25684,0.58746,0.84403,0.93544,0.86099,0.93661,0.62167,1.14004,0.6419,0.82739,0.0059014,0.0059014,0.0059014
416,84116.7,1.25973,0.58857,0.84117,0.93567,0.86037,0.93659,0.62174,1.13993,0.64232,0.82737,0.0058915,0.0058915,0.0058915
417,84317.6,1.26584,0.59316,0.84389,0.93652,0.86002,0.9365,0.62192,1.13983,0.64223,0.82733,0.0058816,0.0058816,0.0058816
418,84516,1.26679,0.59187,0.84561,0.93667,0.85975,0.93642,0.62194,1.13962,0.64195,0.8273,0.0058717,0.0058717,0.0058717
419,84718.4,1.27158,0.59088,0.84226,0.93688,0.8598,0.93645,0.6221,1.13949,0.64195,0.82727,0.0058618,0.0058618,0.0058618
420,84924.5,1.25418,0.58437,0.84281,0.93706,0.86043,0.93635,0.62219,1.1394,0.64213,0.82728,0.0058519,0.0058519,0.0058519
421,85126.1,1.25684,0.58392,0.8435,0.93738,0.86043,0.93641,0.62232,1.13923,0.64205,0.82725,0.005842,0.005842,0.005842
422,85332.9,1.25177,0.58135,0.84308,0.93706,0.8603,0.93661,0.62233,1.13922,0.64219,0.8273,0.0058321,0.0058321,0.0058321
423,85533.5,1.25314,0.58126,0.84136,0.93734,0.86057,0.9366,0.62242,1.13923,0.64266,0.82734,0.0058222,0.0058222,0.0058222
424,85739.5,1.25136,0.58572,0.84171,0.93722,0.86062,0.93659,0.62246,1.13908,0.64284,0.82732,0.0058123,0.0058123,0.0058123
425,85937.7,1.24596,0.58669,0.84262,0.93768,0.86043,0.93654,0.62249,1.13888,0.64317,0.82732,0.0058024,0.0058024,0.0058024
426,86136,1.25138,0.58436,0.84259,0.93732,0.8603,0.93671,0.62269,1.13871,0.64382,0.82731,0.0057925,0.0057925,0.0057925
427,86336.3,1.25674,0.58665,0.84172,0.93745,0.85993,0.93662,0.62271,1.13846,0.6443,0.82728,0.0057826,0.0057826,0.0057826
428,86537.5,1.25893,0.58613,0.84223,0.93728,0.86002,0.93658,0.62272,1.13823,0.64468,0.82725,0.0057727,0.0057727,0.0057727
429,86739.1,1.25689,0.59113,0.84378,0.93748,0.86002,0.93646,0.62282,1.13811,0.64458,0.82726,0.0057628,0.0057628,0.0057628
430,86951,1.25242,0.58384,0.84179,0.93812,0.85963,0.93651,0.62283,1.138,0.64423,0.82727,0.0057529,0.0057529,0.0057529
431,87151.5,1.24926,0.58658,0.84079,0.93916,0.85975,0.9368,0.62313,1.13784,0.64355,0.82729,0.005743,0.005743,0.005743
432,87356.6,1.26065,0.58791,0.84283,0.94004,0.85904,0.93688,0.62317,1.13767,0.64312,0.8273,0.0057331,0.0057331,0.0057331
433,87554.1,1.25612,0.58442,0.84234,0.94057,0.8585,0.93691,0.62344,1.13747,0.6427,0.82731,0.0057232,0.0057232,0.0057232
434,87762,1.2513,0.58407,0.84104,0.94044,0.85862,0.93685,0.62348,1.13729,0.64245,0.82734,0.0057133,0.0057133,0.0057133
435,87966.6,1.2514,0.58591,0.84238,0.94057,0.85846,0.93674,0.62368,1.13703,0.64229,0.82733,0.0057034,0.0057034,0.0057034
436,88164.7,1.24916,0.58581,0.84321,0.94126,0.8584,0.93684,0.62385,1.13687,0.64223,0.82735,0.0056935,0.0056935,0.0056935
437,88368.7,1.25135,0.58204,0.84113,0.94144,0.85825,0.93681,0.62382,1.1366,0.64202,0.82734,0.0056836,0.0056836,0.0056836
438,88567.5,1.25187,0.58232,0.84097,0.94167,0.8581,0.93681,0.624,1.13629,0.6419,0.82731,0.0056737,0.0056737,0.0056737
439,88769.2,1.25266,0.58258,0.84177,0.94139,0.85812,0.93684,0.62423,1.13602,0.6416,0.82729,0.0056638,0.0056638,0.0056638
440,88975.1,1.24545,0.57854,0.84147,0.94141,0.8585,0.93682,0.62442,1.13586,0.64118,0.82727,0.0056539,0.0056539,0.0056539
441,89183.6,1.24948,0.5846,0.8417,0.94152,0.85797,0.93672,0.62444,1.13559,0.64109,0.82723,0.005644,0.005644,0.005644
442,89396.9,1.24828,0.58458,0.84229,0.9414,0.85853,0.93671,0.62462,1.13531,0.6409,0.82716,0.0056341,0.0056341,0.0056341
443,89600.1,1.2435,0.58194,0.84183,0.94188,0.85853,0.93706,0.62472,1.13508,0.64093,0.8271,0.0056242,0.0056242,0.0056242
444,89801.5,1.25505,0.58435,0.84291,0.94184,0.85863,0.93737,0.62503,1.13484,0.64124,0.82706,0.0056143,0.0056143,0.0056143
445,90000.1,1.25738,0.58348,0.84257,0.94192,0.85866,0.93737,0.62508,1.13456,0.64084,0.82703,0.0056044,0.0056044,0.0056044
446,90200.7,1.25116,0.58313,0.84139,0.94197,0.85838,0.93735,0.6252,1.13432,0.64036,0.82701,0.0055945,0.0055945,0.0055945
447,90402.1,1.25076,0.58533,0.84282,0.94212,0.85839,0.93746,0.62534,1.13417,0.64078,0.82699,0.0055846,0.0055846,0.0055846
448,90605.6,1.24477,0.58038,0.8407,0.94268,0.85853,0.93758,0.62534,1.13402,0.64074,0.82698,0.0055747,0.0055747,0.0055747
449,90805.8,1.2543,0.58352,0.84205,0.94239,0.85835,0.9373,0.62552,1.13386,0.64031,0.82695,0.0055648,0.0055648,0.0055648
450,91006,1.24802,0.57725,0.83988,0.94215,0.85866,0.9373,0.62554,1.1337,0.6399,0.82695,0.0055549,0.0055549,0.0055549
451,91209.2,1.24866,0.58231,0.84125,0.94293,0.85771,0.93725,0.62565,1.13352,0.63959,0.82695,0.005545,0.005545,0.005545
452,91409.5,1.25736,0.58698,0.8427,0.94316,0.85784,0.93736,0.62569,1.13342,0.63957,0.82692,0.0055351,0.0055351,0.0055351
453,91613.9,1.25117,0.58053,0.84072,0.94306,0.85785,0.93764,0.62586,1.13323,0.64007,0.8269,0.0055252,0.0055252,0.0055252
454,91819,1.25123,0.57871,0.84115,0.9436,0.85746,0.93728,0.62576,1.13299,0.64011,0.82687,0.0055153,0.0055153,0.0055153
455,92019,1.25092,0.58448,0.84181,0.94296,0.85812,0.93726,0.62589,1.13271,0.6401,0.82682,0.0055054,0.0055054,0.0055054
456,92218.8,1.25275,0.5843,0.84266,0.94254,0.85855,0.9373,0.62589,1.13253,0.64005,0.82679,0.0054955,0.0054955,0.0054955
457,92419.8,1.24683,0.58371,0.84171,0.94197,0.85842,0.9373,0.62598,1.13231,0.63995,0.82677,0.0054856,0.0054856,0.0054856
458,92618.5,1.24496,0.58127,0.84045,0.94202,0.85839,0.93736,0.62616,1.13198,0.63965,0.82671,0.0054757,0.0054757,0.0054757
459,92817.3,1.24608,0.58065,0.84094,0.94238,0.85822,0.93737,0.62634,1.1317,0.63978,0.82666,0.0054658,0.0054658,0.0054658
460,93017.9,1.23961,0.5783,0.8407,0.94278,0.85788,0.93743,0.62642,1.13145,0.63964,0.82664,0.0054559,0.0054559,0.0054559
461,93220.6,1.24559,0.58061,0.84033,0.94234,0.85812,0.93747,0.62652,1.13123,0.63977,0.82664,0.005446,0.005446,0.005446
462,93416.8,1.24769,0.58539,0.84109,0.9429,0.85812,0.93748,0.62653,1.13107,0.63997,0.82661,0.0054361,0.0054361,0.0054361
463,93618.4,1.23797,0.57746,0.84098,0.94292,0.85777,0.93738,0.62642,1.13101,0.64035,0.82661,0.0054262,0.0054262,0.0054262
464,93817.9,1.25362,0.58419,0.84158,0.94264,0.85784,0.93733,0.62644,1.13083,0.64001,0.82658,0.0054163,0.0054163,0.0054163
465,94022,1.23902,0.57942,0.84139,0.94305,0.85758,0.93728,0.62632,1.13061,0.64006,0.82653,0.0054064,0.0054064,0.0054064
466,94225.3,1.23982,0.57482,0.83968,0.94278,0.85783,0.93741,0.62666,1.13032,0.64025,0.82647,0.0053965,0.0053965,0.0053965
467,94426.9,1.24753,0.57927,0.84125,0.94321,0.85788,0.93756,0.62667,1.13012,0.64001,0.82646,0.0053866,0.0053866,0.0053866
468,94623.5,1.25405,0.58346,0.84198,0.94264,0.85866,0.93822,0.62707,1.12972,0.64019,0.82638,0.0053767,0.0053767,0.0053767
469,94831.5,1.24912,0.58347,0.84323,0.94256,0.85887,0.9382,0.62713,1.12952,0.64052,0.82635,0.0053668,0.0053668,0.0053668
470,95029.5,1.24648,0.57837,0.84114,0.94266,0.85893,0.93808,0.62709,1.12925,0.64104,0.82632,0.0053569,0.0053569,0.0053569
471,95229.5,1.24102,0.58214,0.84097,0.94404,0.85798,0.9383,0.62713,1.12906,0.64117,0.82629,0.005347,0.005347,0.005347
472,95435.3,1.24721,0.58043,0.84094,0.94364,0.85801,0.93831,0.62714,1.12901,0.64098,0.82632,0.0053371,0.0053371,0.0053371
473,95636.7,1.24963,0.58227,0.84154,0.94432,0.85757,0.93807,0.62726,1.12897,0.64055,0.82633,0.0053272,0.0053272,0.0053272
474,95845.3,1.23539,0.57631,0.84051,0.9443,0.85757,0.93819,0.62734,1.12886,0.64036,0.8263,0.0053173,0.0053173,0.0053173
475,96044.1,1.23596,0.57579,0.84345,0.94334,0.85784,0.93791,0.62732,1.12863,0.64067,0.82629,0.0053074,0.0053074,0.0053074
476,96245.2,1.24874,0.58078,0.84218,0.94346,0.85784,0.93787,0.62729,1.12846,0.64076,0.82626,0.0052975,0.0052975,0.0052975
477,96445.6,1.24458,0.57664,0.84024,0.94379,0.85757,0.93799,0.62745,1.12826,0.64051,0.82623,0.0052876,0.0052876,0.0052876
478,96653.5,1.2395,0.57531,0.84158,0.94384,0.85757,0.93801,0.62744,1.12807,0.64011,0.82621,0.0052777,0.0052777,0.0052777
479,96854.5,1.23535,0.57321,0.84168,0.9434,0.85771,0.93804,0.62758,1.12795,0.6399,0.82619,0.0052678,0.0052678,0.0052678
480,97051.2,1.25115,0.58274,0.84154,0.94304,0.85745,0.93798,0.62771,1.12779,0.63984,0.82615,0.0052579,0.0052579,0.0052579
481,97256.9,1.24169,0.57908,0.84317,0.9426,0.85725,0.93765,0.6277,1.12759,0.63968,0.82611,0.005248,0.005248,0.005248
482,97458.3,1.24572,0.58026,0.84179,0.94304,0.85743,0.9378,0.62784,1.12745,0.63949,0.82609,0.0052381,0.0052381,0.0052381
483,97657.2,1.23785,0.57578,0.83963,0.9428,0.85771,0.93777,0.62781,1.1273,0.63957,0.82606,0.0052282,0.0052282,0.0052282
484,97864.1,1.23451,0.57595,0.84011,0.94278,0.85798,0.93814,0.62793,1.12715,0.63993,0.82602,0.0052183,0.0052183,0.0052183
485,98061.7,1.245,0.5815,0.8417,0.94292,0.85785,0.93797,0.62796,1.12687,0.6395,0.826,0.0052084,0.0052084,0.0052084
486,98262.5,1.24237,0.57766,0.84124,0.94318,0.85754,0.93795,0.62799,1.12669,0.63904,0.82597,0.0051985,0.0051985,0.0051985
487,98464.5,1.2573,0.58279,0.84163,0.94281,0.85833,0.93793,0.62807,1.12639,0.63871,0.82593,0.0051886,0.0051886,0.0051886
488,98672.6,1.24437,0.57882,0.8427,0.94323,0.8582,0.93814,0.6282,1.12608,0.63921,0.82589,0.0051787,0.0051787,0.0051787
489,98874.1,1.245,0.57788,0.84119,0.94397,0.85866,0.93812,0.62826,1.12591,0.63898,0.82589,0.0051688,0.0051688,0.0051688
490,99080.9,1.23416,0.57398,0.83884,0.94426,0.85887,0.93796,0.62803,1.12578,0.63869,0.82588,0.0051589,0.0051589,0.0051589
491,99280.9,1.23665,0.57597,0.84015,0.94428,0.8593,0.93806,0.6281,1.12565,0.63829,0.82588,0.005149,0.005149,0.005149
492,99480.9,1.24538,0.58644,0.83977,0.94465,0.85921,0.93817,0.62822,1.1256,0.63841,0.82588,0.0051391,0.0051391,0.0051391
493,99692,1.24678,0.57798,0.84105,0.94399,0.85975,0.93818,0.62819,1.12557,0.63873,0.8259,0.0051292,0.0051292,0.0051292
494,99893.1,1.2408,0.57901,0.84283,0.94456,0.85927,0.93821,0.62829,1.12536,0.63842,0.82586,0.0051193,0.0051193,0.0051193
495,100096,1.24179,0.576,0.84149,0.94402,0.85957,0.93818,0.62827,1.12523,0.63825,0.82582,0.0051094,0.0051094,0.0051094
496,100292,1.23671,0.57785,0.83793,0.94389,0.86016,0.93816,0.62827,1.1251,0.63802,0.82581,0.0050995,0.0050995,0.0050995
497,100491,1.24221,0.5737,0.83988,0.94329,0.86155,0.93827,0.62838,1.12492,0.63777,0.8258,0.0050896,0.0050896,0.0050896
498,100699,1.24325,0.57728,0.84143,0.94342,0.86133,0.93827,0.62839,1.12477,0.63758,0.82577,0.0050797,0.0050797,0.0050797
499,100897,1.24621,0.5793,0.84031,0.94428,0.86071,0.93854,0.6285,1.12458,0.6374,0.82572,0.0050698,0.0050698,0.0050698
500,101096,1.24282,0.57971,0.84192,0.94426,0.86071,0.9386,0.6284,1.12433,0.63699,0.82566,0.0050599,0.0050599,0.0050599
501,101300,1.23463,0.57641,0.84199,0.94414,0.86057,0.93845,0.62843,1.12409,0.63705,0.82561,0.00505,0.00505,0.00505
502,101504,1.23451,0.57353,0.8383,0.94407,0.86043,0.93836,0.62845,1.12387,0.63745,0.82556,0.0050401,0.0050401,0.0050401
503,101710,1.23463,0.56982,0.83986,0.944,0.86043,0.93836,0.62855,1.12361,0.63734,0.82551,0.0050302,0.0050302,0.0050302
504,101910,1.23266,0.57079,0.83964,0.94395,0.86076,0.93832,0.62868,1.12334,0.63726,0.82545,0.0050203,0.0050203,0.0050203
505,102114,1.24119,0.57733,0.84059,0.94381,0.86085,0.9382,0.62864,1.12313,0.63714,0.82537,0.0050104,0.0050104,0.0050104
506,102316,1.23442,0.57259,0.83887,0.94429,0.8594,0.93823,0.62863,1.12292,0.63667,0.82534,0.0050005,0.0050005,0.0050005
507,102516,1.24025,0.57393,0.8405,0.94414,0.8593,0.93818,0.62867,1.12276,0.63625,0.82531,0.0049906,0.0049906,0.0049906
508,102716,1.23686,0.57426,0.84041,0.94401,0.85939,0.93803,0.62875,1.12261,0.63625,0.82528,0.0049807,0.0049807,0.0049807
509,102914,1.23774,0.57448,0.84011,0.94372,0.85938,0.93797,0.62885,1.12248,0.63638,0.82526,0.0049708,0.0049708,0.0049708
510,103117,1.23029,0.56737,0.84098,0.9444,0.85895,0.93801,0.62893,1.12227,0.63672,0.82523,0.0049609,0.0049609,0.0049609
511,103319,1.23791,0.57554,0.84139,0.94423,0.85948,0.93807,0.62902,1.1221,0.63723,0.8252,0.004951,0.004951,0.004951
512,103518,1.22807,0.56943,0.83993,0.94417,0.85967,0.93813,0.62916,1.12202,0.63694,0.82519,0.0049411,0.0049411,0.0049411
513,103720,1.23888,0.57407,0.84039,0.94373,0.85942,0.93799,0.62933,1.12188,0.6365,0.82514,0.0049312,0.0049312,0.0049312
514,103919,1.23608,0.57186,0.84092,0.94353,0.85921,0.93801,0.62948,1.12201,0.63626,0.82516,0.0049213,0.0049213,0.0049213
515,104120,1.2346,0.57245,0.83987,0.94277,0.85985,0.93805,0.62967,1.12208,0.63609,0.82517,0.0049114,0.0049114,0.0049114
516,104320,1.23182,0.57154,0.84057,0.94264,0.86006,0.93822,0.62987,1.12212,0.63566,0.82521,0.0049015,0.0049015,0.0049015
517,104520,1.23675,0.57319,0.84146,0.94225,0.86057,0.93816,0.63003,1.122,0.63552,0.82519,0.0048916,0.0048916,0.0048916
518,104720,1.22958,0.56804,0.83889,0.94238,0.8604,0.93802,0.63008,1.12192,0.63562,0.82518,0.0048817,0.0048817,0.0048817
519,104921,1.22821,0.56749,0.84052,0.94225,0.8606,0.93806,0.62988,1.12178,0.63527,0.82516,0.0048718,0.0048718,0.0048718
520,105124,1.2315,0.57405,0.83859,0.94212,0.8608,0.93837,0.63006,1.12162,0.63512,0.82516,0.0048619,0.0048619,0.0048619
521,105321,1.23502,0.57195,0.84035,0.94078,0.86152,0.93821,0.6302,1.12142,0.63468,0.82516,0.004852,0.004852,0.004852
522,105523,1.2355,0.57456,0.84115,0.94039,0.8618,0.93818,0.63011,1.12128,0.63388,0.82516,0.0048421,0.0048421,0.0048421
523,105730,1.23072,0.57412,0.83868,0.94074,0.86166,0.93825,0.63005,1.12113,0.63325,0.82516,0.0048322,0.0048322,0.0048322
524,105931,1.22899,0.56881,0.83847,0.94024,0.86203,0.93834,0.63008,1.12101,0.63242,0.82514,0.0048223,0.0048223,0.0048223
525,106132,1.23252,0.56923,0.8383,0.94104,0.86221,0.93829,0.63016,1.12079,0.63171,0.82511,0.0048124,0.0048124,0.0048124
526,106334,1.21934,0.56517,0.84028,0.9408,0.86205,0.93807,0.63022,1.1207,0.63115,0.82512,0.0048025,0.0048025,0.0048025
527,106540,1.22862,0.56964,0.84002,0.94102,0.86207,0.93807,0.63017,1.1205,0.63014,0.82508,0.0047926,0.0047926,0.0047926
528,106738,1.2319,0.5703,0.84024,0.94083,0.86245,0.93802,0.63028,1.12028,0.62968,0.82504,0.0047827,0.0047827,0.0047827
529,106948,1.23376,0.57003,0.83922,0.94015,0.86274,0.93781,0.63031,1.12,0.62883,0.82498,0.0047728,0.0047728,0.0047728
530,107159,1.2285,0.57198,0.83844,0.93985,0.86289,0.93787,0.63028,1.11979,0.62801,0.82492,0.0047629,0.0047629,0.0047629
531,107361,1.22438,0.56934,0.8395,0.93989,0.86289,0.93802,0.63027,1.11967,0.62736,0.82488,0.004753,0.004753,0.004753
532,107570,1.23756,0.57052,0.84134,0.93977,0.86275,0.93807,0.63032,1.11953,0.62647,0.82484,0.0047431,0.0047431,0.0047431
533,107776,1.2276,0.56831,0.83921,0.94002,0.86289,0.93813,0.63041,1.11947,0.6257,0.82483,0.0047332,0.0047332,0.0047332
534,107986,1.23161,0.56749,0.83892,0.9401,0.86289,0.93801,0.6305,1.11929,0.62519,0.82481,0.0047233,0.0047233,0.0047233
535,108178,1.22634,0.56721,0.83874,0.93947,0.86289,0.93797,0.63058,1.11922,0.6253,0.82481,0.0047134,0.0047134,0.0047134
536,108383,1.22992,0.56825,0.83754,0.93923,0.86289,0.93807,0.63054,1.11914,0.6254,0.82483,0.0047035,0.0047035,0.0047035
537,108583,1.22956,0.57111,0.83883,0.93953,0.86275,0.93799,0.63056,1.11898,0.62545,0.8248,0.0046936,0.0046936,0.0046936
538,108783,1.22316,0.56886,0.84066,0.93919,0.86303,0.93801,0.63068,1.11873,0.6257,0.82477,0.0046837,0.0046837,0.0046837
539,108987,1.21864,0.5674,0.83811,0.93948,0.86343,0.93835,0.63075,1.11853,0.62563,0.82476,0.0046738,0.0046738,0.0046738
540,109184,1.2301,0.56894,0.83921,0.93997,0.8633,0.93854,0.63083,1.11844,0.62544,0.82476,0.0046639,0.0046639,0.0046639
541,109378,1.22321,0.56548,0.84005,0.93965,0.86363,0.93852,0.63093,1.11829,0.62562,0.82475,0.004654,0.004654,0.004654
542,109576,1.22807,0.5701,0.83914,0.9398,0.86386,0.93848,0.63104,1.11804,0.62526,0.82473,0.0046441,0.0046441,0.0046441
543,109777,1.23244,0.57181,0.84203,0.9398,0.86392,0.93835,0.63114,1.11787,0.62436,0.82471,0.0046342,0.0046342,0.0046342
544,109975,1.21806,0.56481,0.83728,0.94009,0.86343,0.93839,0.63127,1.11776,0.6237,0.82469,0.0046243,0.0046243,0.0046243
545,110179,1.22215,0.5661,0.8388,0.93864,0.86527,0.93843,0.63147,1.11764,0.62347,0.82467,0.0046144,0.0046144,0.0046144
546,110384,1.2343,0.57096,0.83979,0.93889,0.86507,0.93827,0.63147,1.11739,0.62317,0.82471,0.0046045,0.0046045,0.0046045
547,110587,1.22833,0.56885,0.83706,0.93862,0.8652,0.9381,0.63158,1.11719,0.62273,0.82466,0.0045946,0.0045946,0.0045946
548,110788,1.22483,0.56661,0.84203,0.9386,0.86507,0.93813,0.6316,1.11702,0.62306,0.82461,0.0045847,0.0045847,0.0045847
549,110996,1.22179,0.56284,0.83874,0.93897,0.86452,0.93809,0.63164,1.11681,0.6229,0.82457,0.0045748,0.0045748,0.0045748
