epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,35841.3,1.33922,0.63632,0.85425,0.9233,0.85147,0.92821,0.59936,1.19018,0.65743,0.83364,0.0082576,0.0082576,0.0082576
178,36048.5,1.32986,0.6334,0.85317,0.9235,0.85157,0.92823,0.59948,1.18989,0.65707,0.83358,0.0082477,0.0082477,0.0082477
179,36252.9,1.32569,0.63232,0.85401,0.92263,0.85328,0.92818,0.59985,1.18951,0.65683,0.83349,0.0082378,0.0082378,0.0082378
180,36453.6,1.32987,0.63383,0.85198,0.92325,0.85253,0.92833,0.6001,1.18919,0.65623,0.83343,0.0082279,0.0082279,0.0082279
181,36656.8,1.32777,0.62986,0.85104,0.92312,0.85266,0.92839,0.60027,1.18895,0.65581,0.83338,0.008218,0.008218,0.008218
182,36856.5,1.3195,0.62666,0.85152,0.92376,0.85198,0.92824,0.60035,1.18874,0.65618,0.83334,0.0082081,0.0082081,0.0082081
183,37065,1.33319,0.63327,0.85192,0.92321,0.85374,0.92853,0.60053,1.18857,0.65639,0.83331,0.0081982,0.0081982,0.0081982
184,37266.4,1.32851,0.63243,0.8543,0.92349,0.85383,0.92847,0.60065,1.18832,0.65619,0.83329,0.0081883,0.0081883,0.0081883
185,37474.7,1.32864,0.62837,0.85308,0.92259,0.85443,0.92842,0.60086,1.18804,0.65644,0.83323,0.0081784,0.0081784,0.0081784
186,37674.5,1.34602,0.63373,0.85372,0.92268,0.85553,0.92854,0.60091,1.18777,0.65682,0.8332,0.0081685,0.0081685,0.0081685
187,37875.9,1.33068,0.62907,0.85317,0.92195,0.85553,0.92841,0.60111,1.18755,0.65712,0.83317,0.0081586,0.0081586,0.0081586
188,38074.2,1.33176,0.63453,0.8518,0.92196,0.85553,0.92839,0.60109,1.18735,0.65716,0.83314,0.0081487,0.0081487,0.0081487
189,38276.8,1.33524,0.63782,0.85292,0.92155,0.8558,0.92849,0.60111,1.18733,0.6567,0.83315,0.0081388,0.0081388,0.0081388
190,38478.4,1.3242,0.63034,0.85275,0.92305,0.85342,0.92856,0.60135,1.18703,0.65638,0.83312,0.0081289,0.0081289,0.0081289
191,38677.2,1.32388,0.62911,0.85129,0.92335,0.85294,0.92861,0.60153,1.18677,0.65581,0.8331,0.008119,0.008119,0.008119
192,38875.7,1.32582,0.63132,0.85029,0.92218,0.85335,0.92854,0.60157,1.18644,0.65565,0.83306,0.0081091,0.0081091,0.0081091
193,39075.2,1.3205,0.62527,0.84992,0.92122,0.85424,0.92864,0.60181,1.18614,0.65558,0.83305,0.0080992,0.0080992,0.0080992
194,39280,1.32242,0.63072,0.8511,0.92098,0.85525,0.92888,0.60181,1.18592,0.65573,0.83304,0.0080893,0.0080893,0.0080893
195,39480.2,1.32684,0.6334,0.85113,0.92079,0.85551,0.92898,0.60172,1.18566,0.65579,0.83301,0.0080794,0.0080794,0.0080794
196,39688,1.32571,0.63098,0.85335,0.9212,0.85562,0.92898,0.60179,1.18547,0.65557,0.83301,0.0080695,0.0080695,0.0080695
197,39889.8,1.32151,0.63059,0.85086,0.92163,0.85589,0.92888,0.60188,1.1853,0.65543,0.833,0.0080596,0.0080596,0.0080596
198,40088.7,1.3345,0.63352,0.85191,0.92147,0.85566,0.9289,0.60183,1.18504,0.65527,0.83299,0.0080497,0.0080497,0.0080497
199,40287.8,1.32478,0.63508,0.85227,0.92136,0.85594,0.92887,0.60201,1.18476,0.6551,0.83294,0.0080398,0.0080398,0.0080398
200,40489.3,1.32949,0.6315,0.85174,0.92113,0.85644,0.92898,0.60206,1.18453,0.6551,0.83294,0.0080299,0.0080299,0.0080299
201,40688,1.31846,0.62552,0.84948,0.92116,0.85648,0.92935,0.60213,1.1843,0.655,0.83293,0.00802,0.00802,0.00802
202,40891.8,1.32815,0.6299,0.85301,0.92548,0.85375,0.92934,0.60232,1.18409,0.65478,0.83291,0.0080101,0.0080101,0.0080101
203,41093.4,1.31571,0.62168,0.85122,0.92231,0.8558,0.92952,0.60245,1.18394,0.65455,0.83289,0.0080002,0.0080002,0.0080002
204,41292.5,1.31526,0.62549,0.84997,0.92566,0.85471,0.92953,0.60255,1.18373,0.65405,0.83287,0.0079903,0.0079903,0.0079903
205,41491.4,1.32095,0.62816,0.85189,0.92526,0.85444,0.92945,0.60246,1.18349,0.6539,0.83283,0.0079804,0.0079804,0.0079804
206,41692.8,1.31623,0.62478,0.84943,0.92539,0.85536,0.92963,0.60271,1.18313,0.65373,0.83278,0.0079705,0.0079705,0.0079705
207,41893,1.31723,0.62667,0.85227,0.92499,0.85554,0.92984,0.60275,1.18285,0.65331,0.83273,0.0079606,0.0079606,0.0079606
208,42092.5,1.31708,0.62355,0.85066,0.92648,0.85471,0.92987,0.60275,1.18265,0.65317,0.83269,0.0079507,0.0079507,0.0079507
209,42290.8,1.3072,0.61919,0.84993,0.92618,0.85499,0.93003,0.60297,1.18244,0.65281,0.83268,0.0079408,0.0079408,0.0079408
210,42493.3,1.32592,0.62595,0.85159,0.92565,0.85525,0.9301,0.60311,1.18236,0.65273,0.83267,0.0079309,0.0079309,0.0079309
211,42695.7,1.32283,0.6271,0.85196,0.92511,0.85532,0.92981,0.60316,1.18216,0.65267,0.83265,0.007921,0.007921,0.007921
212,42897.6,1.31499,0.6284,0.85173,0.92526,0.85594,0.92996,0.60317,1.1819,0.65265,0.83262,0.0079111,0.0079111,0.0079111
213,43096.1,1.31202,0.62213,0.85028,0.92517,0.85621,0.93007,0.60326,1.1818,0.65249,0.83258,0.0079012,0.0079012,0.0079012
214,43302.9,1.32926,0.62977,0.85161,0.92544,0.85602,0.93037,0.60332,1.18165,0.65207,0.83256,0.0078913,0.0078913,0.0078913
215,43499.8,1.3166,0.62432,0.84845,0.92559,0.85594,0.93056,0.6035,1.18131,0.65146,0.8325,0.0078814,0.0078814,0.0078814
216,43702.5,1.3148,0.62399,0.84923,0.92558,0.85566,0.93063,0.60357,1.18108,0.65098,0.83245,0.0078715,0.0078715,0.0078715
217,43904.5,1.32095,0.62403,0.85027,0.92554,0.85607,0.93061,0.60362,1.18077,0.65013,0.83239,0.0078616,0.0078616,0.0078616
218,44104.9,1.31468,0.62491,0.85008,0.92622,0.85557,0.93061,0.60368,1.18061,0.64985,0.83238,0.0078517,0.0078517,0.0078517
219,44309.7,1.32356,0.62663,0.8504,0.92639,0.85539,0.93067,0.60396,1.18034,0.64947,0.83236,0.0078418,0.0078418,0.0078418
220,44516,1.32115,0.62407,0.84853,0.92595,0.85549,0.93049,0.60381,1.18024,0.64955,0.83236,0.0078319,0.0078319,0.0078319
221,44719.4,1.31998,0.6232,0.85198,0.92678,0.85566,0.93062,0.60385,1.18005,0.64955,0.83234,0.007822,0.007822,0.007822
222,44920.3,1.32083,0.6251,0.85083,0.92676,0.8558,0.93089,0.60409,1.17967,0.6494,0.83228,0.0078121,0.0078121,0.0078121
223,45120.5,1.318,0.62625,0.85208,0.92734,0.85607,0.93133,0.60409,1.17948,0.64928,0.83226,0.0078022,0.0078022,0.0078022
224,45325.3,1.31216,0.62206,0.85207,0.92722,0.85566,0.93115,0.60406,1.17939,0.64886,0.83226,0.0077923,0.0077923,0.0077923
225,45527.2,1.31376,0.62518,0.85043,0.92657,0.85607,0.93113,0.60412,1.17932,0.64888,0.83227,0.0077824,0.0077824,0.0077824
226,45729.4,1.31736,0.62319,0.84977,0.92746,0.85566,0.93132,0.60421,1.17932,0.64863,0.83227,0.0077725,0.0077725,0.0077725
227,45926.9,1.31262,0.62268,0.84896,0.92749,0.85602,0.93139,0.6045,1.17935,0.64829,0.83227,0.0077626,0.0077626,0.0077626
228,46131.4,1.31461,0.62433,0.85088,0.9279,0.85597,0.93146,0.60453,1.17928,0.64801,0.83226,0.0077527,0.0077527,0.0077527
229,46332,1.31808,0.62441,0.84868,0.928,0.85594,0.93147,0.60479,1.17925,0.64777,0.83227,0.0077428,0.0077428,0.0077428
230,46539.6,1.31283,0.62078,0.85007,0.9279,0.85604,0.93162,0.60483,1.17925,0.64769,0.83228,0.0077329,0.0077329,0.0077329
231,46741.7,1.31502,0.62191,0.84985,0.92739,0.85645,0.93162,0.60485,1.17912,0.64741,0.83228,0.007723,0.007723,0.007723
232,46956.9,1.31533,0.62117,0.85012,0.9277,0.85692,0.93157,0.60487,1.17891,0.64711,0.83226,0.0077131,0.0077131,0.0077131
233,47157.6,1.31357,0.6228,0.85042,0.92732,0.85732,0.9318,0.60508,1.17883,0.647,0.83225,0.0077032,0.0077032,0.0077032
234,47362.3,1.31411,0.62515,0.84914,0.92789,0.85761,0.93192,0.60508,1.1788,0.64697,0.83226,0.0076933,0.0076933,0.0076933
235,47562.2,1.30152,0.61569,0.84557,0.92788,0.8575,0.93189,0.6051,1.17868,0.64702,0.83224,0.0076834,0.0076834,0.0076834
236,47761.2,1.31472,0.62044,0.85206,0.92823,0.85673,0.93181,0.60513,1.17847,0.64717,0.83223,0.0076735,0.0076735,0.0076735
237,47960.4,1.31238,0.62326,0.85027,0.92808,0.85657,0.93193,0.60507,1.1782,0.64726,0.8322,0.0076636,0.0076636,0.0076636
238,48160.3,1.30613,0.61697,0.84899,0.92789,0.8573,0.9319,0.60517,1.17789,0.64728,0.83216,0.0076537,0.0076537,0.0076537
239,48362.6,1.30009,0.61566,0.84615,0.92782,0.85675,0.93176,0.60517,1.17754,0.64752,0.83209,0.0076438,0.0076438,0.0076438
240,48563.2,1.30502,0.61655,0.85107,0.92731,0.85718,0.93192,0.60544,1.17724,0.64741,0.83204,0.0076339,0.0076339,0.0076339
241,48771.6,1.30675,0.6198,0.85042,0.928,0.85731,0.93198,0.60565,1.17699,0.64737,0.832,0.007624,0.007624,0.007624
242,48974.6,1.30697,0.61718,0.84876,0.92799,0.85708,0.93208,0.60579,1.17673,0.64747,0.83196,0.0076141,0.0076141,0.0076141
243,49176.3,1.30217,0.6145,0.85119,0.92806,0.8573,0.93239,0.60592,1.17639,0.6473,0.83189,0.0076042,0.0076042,0.0076042
244,49377.4,1.30681,0.61737,0.84914,0.92774,0.85741,0.93237,0.60597,1.17605,0.64727,0.8318,0.0075943,0.0075943,0.0075943
245,49579.6,1.29743,0.61345,0.84681,0.92773,0.85732,0.93237,0.60598,1.17586,0.64732,0.83176,0.0075844,0.0075844,0.0075844
246,49777.4,1.2974,0.61289,0.84878,0.92837,0.85679,0.93221,0.60603,1.17563,0.64715,0.83175,0.0075745,0.0075745,0.0075745
247,49976.7,1.30261,0.61402,0.84832,0.92833,0.85803,0.93246,0.60629,1.17553,0.64726,0.83173,0.0075646,0.0075646,0.0075646
248,50174.5,1.31667,0.62385,0.84931,0.92835,0.85757,0.93243,0.60644,1.17536,0.6474,0.8317,0.0075547,0.0075547,0.0075547
249,50378,1.30426,0.61662,0.84754,0.92845,0.85774,0.93245,0.60675,1.17499,0.64772,0.83165,0.0075448,0.0075448,0.0075448
250,50583.1,1.30491,0.61536,0.8477,0.92832,0.85787,0.93249,0.60676,1.17466,0.64808,0.8316,0.0075349,0.0075349,0.0075349
251,50788.1,1.30065,0.6164,0.84962,0.92895,0.85757,0.93254,0.60692,1.17419,0.64861,0.83152,0.007525,0.007525,0.007525
252,50992.8,1.30314,0.61621,0.84799,0.92953,0.85784,0.93256,0.60701,1.17371,0.64874,0.83147,0.0075151,0.0075151,0.0075151
253,51189.9,1.29816,0.6122,0.84744,0.92941,0.85784,0.93236,0.60698,1.17347,0.6489,0.83141,0.0075052,0.0075052,0.0075052
254,51397.6,1.29487,0.61427,0.84779,0.92965,0.85737,0.93265,0.60713,1.17309,0.64892,0.83135,0.0074953,0.0074953,0.0074953
255,51599.4,1.30078,0.61359,0.84671,0.92887,0.85794,0.93265,0.60722,1.17276,0.64859,0.83137,0.0074854,0.0074854,0.0074854
256,51803.4,1.30566,0.62015,0.85011,0.92873,0.85787,0.93264,0.60736,1.17251,0.64863,0.83134,0.0074755,0.0074755,0.0074755
257,52005.4,1.30824,0.61849,0.84965,0.929,0.85782,0.93234,0.60738,1.17215,0.64871,0.83129,0.0074656,0.0074656,0.0074656
258,52211.2,1.30172,0.61801,0.84992,0.9287,0.8575,0.93233,0.60748,1.17185,0.6487,0.83128,0.0074557,0.0074557,0.0074557
259,52411.8,1.30477,0.61562,0.85018,0.92908,0.85825,0.93239,0.60754,1.17154,0.6488,0.83125,0.0074458,0.0074458,0.0074458
260,52614.2,1.30394,0.61329,0.84914,0.92908,0.85877,0.93237,0.60747,1.17132,0.64876,0.83124,0.0074359,0.0074359,0.0074359
261,52820.4,1.2975,0.61117,0.84695,0.92908,0.85934,0.93238,0.60746,1.17117,0.64871,0.83123,0.007426,0.007426,0.007426
262,53019.3,1.30289,0.61085,0.84775,0.92925,0.85962,0.93248,0.60769,1.17097,0.64855,0.83114,0.0074161,0.0074161,0.0074161
263,53222.8,1.30051,0.6154,0.84717,0.92949,0.85962,0.93252,0.60764,1.17076,0.64834,0.83112,0.0074062,0.0074062,0.0074062
264,53419.8,1.30529,0.61622,0.8505,0.92977,0.85853,0.93269,0.60754,1.1705,0.64832,0.83108,0.0073963,0.0073963,0.0073963
265,53627.6,1.2947,0.61249,0.84916,0.92978,0.85893,0.93229,0.60756,1.1704,0.648,0.83109,0.0073864,0.0073864,0.0073864
266,53831.2,1.29731,0.60834,0.84834,0.92923,0.85907,0.93231,0.60791,1.1702,0.64787,0.83108,0.0073765,0.0073765,0.0073765
267,54044.8,1.30294,0.61225,0.8474,0.92889,0.85814,0.93221,0.60782,1.17005,0.64763,0.83103,0.0073666,0.0073666,0.0073666
268,54243.6,1.30542,0.61595,0.84843,0.92873,0.85788,0.93242,0.60773,1.16993,0.64724,0.83103,0.0073567,0.0073567,0.0073567
269,54441.6,1.29795,0.60977,0.84816,0.92849,0.85827,0.93249,0.60795,1.16973,0.64706,0.83101,0.0073468,0.0073468,0.0073468
270,54648.3,1.29731,0.61447,0.84884,0.92876,0.85824,0.93261,0.60825,1.16953,0.64688,0.83098,0.0073369,0.0073369,0.0073369
271,54851.8,1.30025,0.61498,0.84906,0.92911,0.85739,0.93257,0.60842,1.16919,0.64673,0.83094,0.007327,0.007327,0.007327
272,55051.2,1.30231,0.61373,0.84867,0.92956,0.8573,0.93295,0.60847,1.16881,0.64643,0.83088,0.0073171,0.0073171,0.0073171
273,55251.1,1.30717,0.61733,0.84895,0.92914,0.85798,0.93293,0.6084,1.16859,0.64639,0.83084,0.0073072,0.0073072,0.0073072
274,55456.2,1.28797,0.60634,0.8469,0.92851,0.85866,0.93305,0.60852,1.16829,0.64634,0.83079,0.0072973,0.0072973,0.0072973
275,55661.3,1.2959,0.60921,0.84812,0.92939,0.85746,0.93312,0.60855,1.16796,0.64639,0.83073,0.0072874,0.0072874,0.0072874
276,55865.5,1.28464,0.6107,0.84725,0.92731,0.85888,0.93307,0.60854,1.16763,0.64633,0.83069,0.0072775,0.0072775,0.0072775
277,56069.6,1.297,0.6116,0.84808,0.9278,0.85921,0.93345,0.60878,1.16742,0.64604,0.83066,0.0072676,0.0072676,0.0072676
278,56273.3,1.29779,0.61326,0.84639,0.92768,0.85853,0.93326,0.60886,1.16722,0.64605,0.83065,0.0072577,0.0072577,0.0072577
279,56471.2,1.29975,0.61165,0.84864,0.92763,0.85893,0.93339,0.60882,1.16691,0.64584,0.83063,0.0072478,0.0072478,0.0072478
280,56671.9,1.30135,0.61092,0.84936,0.92693,0.85925,0.93314,0.60896,1.16674,0.6456,0.83063,0.0072379,0.0072379,0.0072379
281,56877.9,1.30078,0.61095,0.84833,0.9285,0.85825,0.93321,0.60902,1.16652,0.64553,0.8306,0.007228,0.007228,0.007228
282,57080,1.29409,0.61366,0.84971,0.92766,0.8582,0.93305,0.60904,1.16637,0.64545,0.83061,0.0072181,0.0072181,0.0072181
283,57290.9,1.2882,0.60819,0.84736,0.92714,0.85845,0.93286,0.60906,1.16629,0.64506,0.83063,0.0072082,0.0072082,0.0072082
284,57495.1,1.28816,0.60784,0.84764,0.92741,0.85839,0.93266,0.60908,1.16602,0.64456,0.83065,0.0071983,0.0071983,0.0071983
285,57695.3,1.29487,0.60771,0.84777,0.92689,0.85893,0.93265,0.60917,1.16579,0.64412,0.83065,0.0071884,0.0071884,0.0071884
286,57894,1.30012,0.6135,0.84742,0.92703,0.85882,0.93252,0.60939,1.16562,0.64394,0.83066,0.0071785,0.0071785,0.0071785
287,58097.6,1.29248,0.60984,0.84652,0.92731,0.85892,0.93254,0.60967,1.16547,0.64354,0.83064,0.0071686,0.0071686,0.0071686
288,58297,1.29815,0.61013,0.84775,0.92689,0.85907,0.93261,0.6095,1.16523,0.64324,0.83063,0.0071587,0.0071587,0.0071587
289,58497.5,1.28705,0.6056,0.84616,0.92681,0.8588,0.93266,0.6097,1.16503,0.6431,0.83062,0.0071488,0.0071488,0.0071488
290,58695.6,1.28782,0.60833,0.84428,0.92697,0.85893,0.93253,0.60951,1.16496,0.64304,0.83065,0.0071389,0.0071389,0.0071389
291,58900.9,1.29177,0.60643,0.84713,0.92679,0.85926,0.93269,0.60955,1.16473,0.64302,0.83062,0.007129,0.007129,0.007129
292,59105.3,1.28821,0.60461,0.84814,0.9266,0.85948,0.93268,0.60978,1.16458,0.64286,0.83062,0.0071191,0.0071191,0.0071191
293,59311.7,1.29568,0.60846,0.84663,0.92586,0.85975,0.93259,0.60984,1.16423,0.64282,0.83058,0.0071092,0.0071092,0.0071092
294,59511,1.29268,0.60584,0.84763,0.92602,0.86002,0.93257,0.60976,1.16399,0.64276,0.83053,0.0070993,0.0070993,0.0070993
295,59713.7,1.30332,0.61138,0.84755,0.92572,0.86057,0.93265,0.60961,1.16364,0.64315,0.8305,0.0070894,0.0070894,0.0070894
296,59915.6,1.29825,0.61114,0.84698,0.92625,0.86107,0.93277,0.60983,1.16341,0.64328,0.83049,0.0070795,0.0070795,0.0070795
297,60113.9,1.28953,0.61407,0.84946,0.92635,0.86111,0.93273,0.60987,1.16322,0.6434,0.8305,0.0070696,0.0070696,0.0070696
298,60322.8,1.28645,0.60378,0.84583,0.92782,0.85989,0.9329,0.60986,1.16303,0.64343,0.83054,0.0070597,0.0070597,0.0070597
299,60518.9,1.29201,0.61163,0.84891,0.92657,0.86161,0.93303,0.60987,1.16285,0.64348,0.83048,0.0070498,0.0070498,0.0070498
300,60721.3,1.28979,0.60887,0.84673,0.92659,0.86194,0.93318,0.60997,1.16271,0.64345,0.83044,0.0070399,0.0070399,0.0070399
301,60927.4,1.2874,0.60791,0.84764,0.92675,0.86217,0.93311,0.61011,1.16251,0.64361,0.83041,0.00703,0.00703,0.00703
302,61132.6,1.29038,0.60437,0.84624,0.9274,0.8618,0.9332,0.61022,1.16219,0.64382,0.83029,0.0070201,0.0070201,0.0070201
303,61333.6,1.29839,0.60946,0.84726,0.92718,0.86152,0.93306,0.61046,1.16201,0.64369,0.83026,0.0070102,0.0070102,0.0070102
304,61530.6,1.29077,0.60927,0.84737,0.92787,0.8603,0.9331,0.61063,1.16172,0.64364,0.8302,0.0070003,0.0070003,0.0070003
305,61735.6,1.28429,0.60288,0.84646,0.92826,0.86063,0.93315,0.61074,1.16139,0.64324,0.83014,0.0069904,0.0069904,0.0069904
306,61938.2,1.28004,0.6015,0.84733,0.92879,0.8604,0.93313,0.61083,1.16117,0.6429,0.83008,0.0069805,0.0069805,0.0069805
307,62137.4,1.28588,0.60495,0.84709,0.92814,0.8608,0.93301,0.61094,1.16094,0.64283,0.83005,0.0069706,0.0069706,0.0069706
308,62339.1,1.28453,0.60375,0.84402,0.92857,0.86113,0.933,0.61107,1.16068,0.64261,0.83006,0.0069607,0.0069607,0.0069607
309,62538.1,1.28536,0.60468,0.84612,0.92878,0.86098,0.93299,0.61125,1.16056,0.64244,0.83006,0.0069508,0.0069508,0.0069508
310,62748.7,1.29527,0.60855,0.84576,0.92845,0.86131,0.93309,0.61143,1.16028,0.64239,0.82999,0.0069409,0.0069409,0.0069409
311,62949.8,1.2816,0.60659,0.84677,0.92876,0.86125,0.93309,0.61151,1.16008,0.64241,0.82995,0.006931,0.006931,0.006931
312,63152.6,1.29022,0.60597,0.84507,0.9292,0.86139,0.93298,0.61163,1.15986,0.64235,0.82992,0.0069211,0.0069211,0.0069211
313,63353.9,1.28862,0.605,0.84647,0.92942,0.86125,0.933,0.61157,1.15968,0.64235,0.8299,0.0069112,0.0069112,0.0069112
314,63559.2,1.29258,0.60627,0.84703,0.92858,0.86122,0.93284,0.61158,1.15958,0.64207,0.8299,0.0069013,0.0069013,0.0069013
315,63764.1,1.28583,0.60381,0.84686,0.92848,0.86139,0.93278,0.61167,1.15933,0.64168,0.82988,0.0068914,0.0068914,0.0068914
316,63964.1,1.27317,0.60014,0.84372,0.92858,0.86128,0.93289,0.61136,1.15902,0.64135,0.82982,0.0068815,0.0068815,0.0068815
317,64168.9,1.28401,0.60057,0.84563,0.92885,0.86114,0.93287,0.61134,1.15878,0.64118,0.82979,0.0068716,0.0068716,0.0068716
318,64372.2,1.28,0.60128,0.84558,0.92916,0.86084,0.93312,0.61125,1.15859,0.64095,0.82978,0.0068617,0.0068617,0.0068617
319,64581.9,1.28078,0.60275,0.8439,0.92908,0.86057,0.93312,0.61149,1.15827,0.64082,0.82974,0.0068518,0.0068518,0.0068518
320,64780.7,1.27731,0.60105,0.84718,0.92891,0.86071,0.93303,0.61159,1.15805,0.64075,0.82972,0.0068419,0.0068419,0.0068419
321,64986,1.28119,0.59894,0.8454,0.92895,0.86084,0.93293,0.61158,1.15774,0.64044,0.82968,0.006832,0.006832,0.006832
322,65183.1,1.28506,0.60331,0.84597,0.92893,0.86098,0.93296,0.61157,1.15751,0.64055,0.82965,0.0068221,0.0068221,0.0068221
323,65389.4,1.28604,0.61074,0.84694,0.92897,0.86099,0.93321,0.61187,1.15728,0.64086,0.82964,0.0068122,0.0068122,0.0068122
324,65591.6,1.27713,0.60055,0.84474,0.92925,0.86071,0.93327,0.61229,1.15711,0.64115,0.82962,0.0068023,0.0068023,0.0068023
325,65783.5,1.28655,0.59915,0.84329,0.92918,0.86084,0.93327,0.61207,1.15677,0.64099,0.82957,0.0067924,0.0067924,0.0067924
326,65989.6,1.28139,0.59751,0.84465,0.92967,0.86125,0.93356,0.61229,1.15638,0.64108,0.82952,0.0067825,0.0067825,0.0067825
327,66194.1,1.29262,0.6022,0.84592,0.92924,0.86125,0.93328,0.61244,1.15605,0.64147,0.82949,0.0067726,0.0067726,0.0067726
328,66403.3,1.28761,0.60902,0.84831,0.92888,0.86111,0.93371,0.61233,1.15581,0.64166,0.82945,0.0067627,0.0067627,0.0067627
329,66605.2,1.28382,0.60082,0.84659,0.92871,0.8612,0.93354,0.61239,1.15545,0.64174,0.82943,0.0067528,0.0067528,0.0067528
330,66809.7,1.27379,0.59745,0.8453,0.92907,0.86111,0.93384,0.61254,1.15531,0.64145,0.82942,0.0067429,0.0067429,0.0067429
331,67010.4,1.28501,0.60354,0.84558,0.92934,0.86084,0.93385,0.6126,1.15513,0.64122,0.82938,0.006733,0.006733,0.006733
332,67212.3,1.28539,0.60533,0.84687,0.92895,0.86098,0.93369,0.61269,1.1549,0.64115,0.82935,0.0067231,0.0067231,0.0067231
333,67420.5,1.27503,0.6008,0.84545,0.92914,0.86071,0.93402,0.61284,1.15464,0.64109,0.82929,0.0067132,0.0067132,0.0067132
334,67623.5,1.27978,0.60033,0.8445,0.92869,0.86111,0.93397,0.61299,1.15449,0.64119,0.82928,0.0067033,0.0067033,0.0067033
335,67828.4,1.28206,0.60148,0.84413,0.92843,0.86084,0.93403,0.61292,1.15449,0.64104,0.82928,0.0066934,0.0066934,0.0066934
336,68035.7,1.27928,0.59967,0.84578,0.9283,0.86111,0.93397,0.61327,1.15429,0.6411,0.82921,0.0066835,0.0066835,0.0066835
337,68240.9,1.27729,0.60114,0.84485,0.92897,0.86102,0.93437,0.61341,1.1541,0.6413,0.82918,0.0066736,0.0066736,0.0066736
338,68443.6,1.28757,0.60443,0.84653,0.92875,0.8603,0.93436,0.61338,1.15386,0.64123,0.82916,0.0066637,0.0066637,0.0066637
339,68645.2,1.27716,0.60002,0.84578,0.92877,0.86021,0.93429,0.61374,1.15358,0.64125,0.82911,0.0066538,0.0066538,0.0066538
340,68847.9,1.27041,0.59312,0.84258,0.92871,0.86057,0.93463,0.61398,1.15334,0.6412,0.82906,0.0066439,0.0066439,0.0066439
341,69048.4,1.27512,0.59685,0.84656,0.92833,0.86146,0.93455,0.61415,1.15305,0.64141,0.829,0.006634,0.006634,0.006634
342,69251.6,1.27505,0.59852,0.84499,0.92834,0.86167,0.93452,0.61425,1.1529,0.6415,0.82898,0.0066241,0.0066241,0.0066241
343,69458.2,1.27219,0.59522,0.84562,0.92802,0.8628,0.93487,0.61427,1.15283,0.64165,0.82898,0.0066142,0.0066142,0.0066142
344,69658,1.27501,0.59793,0.84401,0.92799,0.86241,0.93441,0.61437,1.15273,0.64184,0.82897,0.0066043,0.0066043,0.0066043
345,69862.7,1.2714,0.59805,0.84355,0.92759,0.86261,0.9343,0.61455,1.15261,0.64158,0.82894,0.0065944,0.0065944,0.0065944
346,70067.6,1.27626,0.59732,0.84448,0.92693,0.86275,0.93431,0.61462,1.15242,0.6412,0.82892,0.0065845,0.0065845,0.0065845
347,70265.8,1.27342,0.59805,0.84605,0.92695,0.86289,0.93441,0.6146,1.15233,0.641,0.82894,0.0065746,0.0065746,0.0065746
348,70467.1,1.2721,0.5979,0.84481,0.92711,0.86289,0.93458,0.61474,1.15215,0.64074,0.82891,0.0065647,0.0065647,0.0065647
349,70666.6,1.28021,0.59743,0.84582,0.92726,0.86275,0.9346,0.615,1.15188,0.64033,0.82886,0.0065548,0.0065548,0.0065548
350,70873.4,1.27574,0.59905,0.84543,0.92762,0.86289,0.9347,0.61525,1.15174,0.63988,0.82884,0.0065449,0.0065449,0.0065449
351,71071.9,1.26703,0.59467,0.84223,0.92786,0.86247,0.93458,0.61524,1.15162,0.63967,0.82881,0.006535,0.006535,0.006535
352,71273.5,1.27353,0.59836,0.84482,0.92786,0.86247,0.93473,0.61534,1.15137,0.63957,0.82878,0.0065251,0.0065251,0.0065251
353,71480.6,1.28386,0.602,0.84526,0.92721,0.86292,0.9347,0.61534,1.15115,0.63943,0.82873,0.0065152,0.0065152,0.0065152
354,71674.8,1.27852,0.59861,0.84468,0.92722,0.86295,0.93445,0.61523,1.15086,0.63961,0.82869,0.0065053,0.0065053,0.0065053
355,71871.4,1.27445,0.6025,0.84568,0.92707,0.8628,0.93438,0.61542,1.15061,0.63967,0.82866,0.0064954,0.0064954,0.0064954
356,72073.1,1.26644,0.58983,0.84128,0.92809,0.86191,0.93435,0.61569,1.15045,0.63989,0.82865,0.0064855,0.0064855,0.0064855
357,72274.2,1.27606,0.6007,0.84567,0.92798,0.86193,0.93429,0.61567,1.15036,0.64013,0.82866,0.0064756,0.0064756,0.0064756
358,72467.2,1.27646,0.5973,0.846,0.92663,0.8641,0.93439,0.61593,1.15016,0.64031,0.82866,0.0064657,0.0064657,0.0064657
359,72674.6,1.27836,0.59885,0.84587,0.92659,0.86361,0.93421,0.61597,1.15012,0.64055,0.82866,0.0064558,0.0064558,0.0064558
360,72876.1,1.27792,0.5948,0.84467,0.92663,0.86413,0.93445,0.61632,1.14989,0.64049,0.82863,0.0064459,0.0064459,0.0064459
361,73072.6,1.27179,0.60099,0.84558,0.92625,0.86445,0.93447,0.61636,1.14975,0.64044,0.8286,0.006436,0.006436,0.006436
362,73274.6,1.2731,0.59883,0.84387,0.92646,0.86452,0.93468,0.61646,1.14962,0.64041,0.82858,0.0064261,0.0064261,0.0064261
